ingredient,menu,month,outlet,qty_sold,dose,usage_base_units
Telur Omega,Samyang Pasta,2026-06,OTHER,6,1.0,6.0
Telur Omega,Samyang Pasta,2026-06,PJ,25,1.0,25.0
Telur Omega,Samyang Pasta,2026-06,SA,18,1.0,18.0
Telur Omega,Samyang Pasta,2026-06,TAM,1,1.0,1.0
Telur Omega,Samyang Pasta,2026-07,OTHER,25,1.0,25.0
Telur Omega,Samyang Pasta,2026-07,PJ,19,1.0,19.0
Telur Omega,Samyang Pasta,2026-07,SA,15,1.0,15.0
Telur Omega,Samyang Pasta,2026-07,TAM,10,1.0,10.0
Udang,Bihun Kari,2026-04,PJ,11,80.0,880.0
Udang,Bihun Kari,2026-04,SA,4,80.0,320.0
Udang,Bihun Kari,2026-05,PJ,11,80.0,880.0
Udang,Bihun Kari,2026-05,SA,11,80.0,880.0
Udang,Bihun Kari,2026-06,OTHER,12,80.0,960.0
Udang,Bihun Kari,2026-06,PJ,13,80.0,1040.0
Udang,Bihun Kari,2026-06,SA,7,80.0,560.0
Udang,Bihun Kari,2026-07,OTHER,16,80.0,1280.0
Udang,Bihun Kari,2026-07,PJ,13,80.0,1040.0
Udang,Bihun Kari,2026-07,SA,10,80.0,800.0
Udang,Bihun Kari,2026-07,TAM,7,80.0,560.0
Udang,Bihun Kari Asam,2026-04,PJ,4,80.0,320.0
Udang,Bihun Kari Asam,2026-04,SA,1,80.0,80.0
Udang,Bihun Kari Asam,2026-05,PJ,5,80.0,400.0
Udang,Bihun Kari Asam,2026-05,SA,2,80.0,160.0
Udang,Bihun Kari Asam,2026-06,OTHER,11,80.0,880.0
Udang,Bihun Kari Asam,2026-06,PJ,3,80.0,240.0
Udang,Bihun Kari Asam,2026-06,SA,1,80.0,80.0
Udang,Bihun Kari Asam,2026-07,OTHER,12,80.0,960.0
Udang,Bihun Kari Asam,2026-07,PJ,7,80.0,560.0
Udang,Bihun Kari Asam,2026-07,SA,3,80.0,240.0
Udang,Bihun Kari Asam,2026-07,TAM,1,80.0,80.0
Udang,Mee Kari,2026-04,PJ,18,80.0,1440.0
Udang,Mee Kari,2026-04,SA,37,80.0,2960.0
Udang,Mee Kari,2026-05,PJ,52,80.0,4160.0
Udang,Mee Kari,2026-05,SA,35,80.0,2800.0
Udang,Mee Kari,2026-06,OTHER,33,80.0,2640.0
Udang,Mee Kari,2026-06,PJ,29,80.0,2320.0
Udang,Mee Kari,2026-06,SA,31,80.0,2480.0
Udang,Mee Kari,2026-06,TAM,15,80.0,1200.0
Udang,Mee Kari,2026-07,OTHER,36,80.0,2880.0
Udang,Mee Kari,2026-07,PJ,38,80.0,3040.0
Udang,Mee Kari,2026-07,SA,21,80.0,1680.0
Udang,Mee Kari,2026-07,TAM,16,80.0,1280.0
Udang,Mee Kari Asam,2026-04,PJ,2,80.0,160.0
Udang,Mee Kari Asam,2026-04,SA,4,80.0,320.0
Udang,Mee Kari Asam,2026-05,PJ,11,80.0,880.0
Udang,Mee Kari Asam,2026-05,SA,1,80.0,80.0
Udang,Mee Kari Asam,2026-06,OTHER,4,80.0,320.0
Udang,Mee Kari Asam,2026-06,PJ,9,80.0,720.0
Udang,Mee Kari Asam,2026-06,SA,5,80.0,400.0
Udang,Mee Kari Asam,2026-06,TAM,4,80.0,320.0
Udang,Mee Kari Asam,2026-07,OTHER,11,80.0,880.0
Udang,Mee Kari Asam,2026-07,PJ,4,80.0,320.0
Udang,Mee Kari Asam,2026-07,SA,3,80.0,240.0
Udang,Mee Kari Asam,2026-07,TAM,5,80.0,400.0
