date,po_number,status,outlet,supplier,product,product_id6,package,qty,conversion,base_units,unit_price_rm,line_total_rm
2026-07-02,CC-CC003-0172,COMP,TAM,Yow Seng Sdn Bhd,Telur Omega,3677c0,10pcs Pack,15.0,10,150,7.50,112.50
2026-07-07,CC-CC001-0274,SENT,PJ,Yow Seng Sdn Bhd,Telur Omega,3677c0,10pcs Pack,150.0,10,1500,7.50,1125.00
2026-07-09,CC-CC001-0279,COMP,PJ,Yow Seng Sdn Bhd,Telur Omega,3677c0,10pcs Pack,30.0,10,300,7.50,225.00
2026-07-09,CC-CC002-0265,COMP,SA,Yow Seng Sdn Bhd,Telur Omega,3677c0,10pcs Pack,15.0,10,150,7.50,112.50
2026-07-09,CC-CC003-0183,PART,TAM,Yow Seng Sdn Bhd,Telur Omega,3677c0,10pcs Pack,15.0,10,150,7.50,112.50
2026-07-12,PC-CC002-0170,COMP,SA,Ad-hoc Purchase,Telur Omega,3677c0,10pcs Pack,3.0,10,30,25.90,77.70
2026-07-15,CC-CC002-0274,COMP,SA,Yow Seng Sdn Bhd,Telur Omega,3677c0,10pcs Pack,15.0,10,150,7.50,112.50
2026-07-15,CC-CC001-0293,AWAI,PJ,Yow Seng Sdn Bhd,Telur Omega,3677c0,10pcs Pack,30.0,10,300,7.50,225.00
2026-07-15,CC-CC003-0192,PART,TAM,Yow Seng Sdn Bhd,Telur Omega,3677c0,10pcs Pack,15.0,10,150,7.50,112.50
2026-07-16,CC-CC002-0289,COMP,SA,Yow Seng Sdn Bhd,Telur Omega,3677c0,10pcs Pack,15.0,10,150,7.50,112.50
2026-07-16,CC-CC001-0299,AWAI,PJ,Yow Seng Sdn Bhd,Telur Omega,3677c0,10pcs Pack,30.0,10,300,7.50,225.00
2026-07-22,CC-CC002-0301,COMP,SA,Yow Seng Sdn Bhd,Telur Omega,3677c0,10pcs Pack,15.0,10,150,7.50,112.50
2026-07-22,CC-CC001-0315,PART,PJ,Yow Seng Sdn Bhd,Telur Omega,3677c0,10pcs Pack,30.0,10,300,7.50,225.00
2026-07-22,CC-CC003-0206,PART,TAM,Yow Seng Sdn Bhd,Telur Omega,3677c0,10pcs Pack,15.0,10,150,7.50,112.50
2026-07-23,PC-CC002-0180,COMP,SA,Ad-hoc Purchase,Telur Omega,3677c0,10pcs Pack,2.0,10,20,11.20,22.40
2026-07-23,CC-CC002-0307,AWAI,SA,Yow Seng Sdn Bhd,Telur Omega,3677c0,10pcs Pack,15.0,10,150,7.50,112.50
2026-07-23,PC-CC001-0329,COMP,PJ,Yow Seng Sdn Bhd,Telur Omega,3677c0,10pcs Pack,15.0,10,150,7.50,112.50
2026-07-23,PC-CC003-0176,COMP,TAM,Yow Seng Sdn Bhd,Telur Omega,3677c0,10pcs Pack,15.0,10,150,7.50,112.50
2026-07-23,PC-CC001-0345,COMP,PJ,Ad-hoc Purchase,Telur Omega,3677c0,10pcs Pack,3.0,10,30,9.38,28.15
2026-07-23,PC-CC001-0346,COMP,PJ,Ad-hoc Purchase,Telur Omega,3677c0,10pcs Pack,3.0,10,30,11.50,34.50
2026-07-26,CC-CC001-0325,AWAI,PJ,Yow Seng Sdn Bhd,Telur Omega,3677c0,10pcs Pack,30.0,10,300,7.50,225.00
2026-07-26,CC-CC003-0212,COMP,TAM,Yow Seng Sdn Bhd,Telur Omega,3677c0,10pcs Pack,15.0,10,150,7.50,112.50
2026-04-18,PC-CC002-0018,COMP,SA,Ad-hoc Purchase,Udang,830dba,Pack (1000g),10.0,1000,10000,15.50,155.00
2026-04-18,PC-CC001-0022,COMP,PJ,Ad-hoc Purchase,Udang,830dba,Pack (1000g),10.0,1000,10000,15.50,155.00
2026-04-18,PC-CC003-0008,COMP,TAM,Ad-hoc Purchase,Udang,830dba,Pack (1000g),10.0,1000,10000,15.50,155.00
2026-04-22,CC-CC001-0025,COMP,PJ,CATELUX ENTERPRISE,Udang,830dba,Carton (10× Pack (1000g)),1.0,10000,10000,155.00,155.00
2026-04-22,CC-CC002-0024,COMP,SA,CATELUX ENTERPRISE,Udang,830dba,Carton (10× Pack (1000g)),1.0,10000,10000,155.00,155.00
2026-04-22,CC-CC003-0013,COMP,TAM,CATELUX ENTERPRISE,Udang,830dba,Carton (10× Pack (1000g)),1.0,10000,10000,155.00,155.00
2026-05-03,CC-CC001-0055,COMP,PJ,CATELUX ENTERPRISE,Udang,830dba,Carton (10× Pack (1000g)),1.0,10000,10000,155.00,155.00
2026-05-03,CC-CC002-0043,COMP,SA,CATELUX ENTERPRISE,Udang,830dba,Carton (10× Pack (1000g)),1.0,10000,10000,155.00,155.00
2026-05-03,CC-CC003-0025,COMP,TAM,CATELUX ENTERPRISE,Udang,830dba,Carton (10× Pack (1000g)),1.0,10000,10000,155.00,155.00
2026-05-12,PC-CC001-0094,COMP,PJ,CATELUX ENTERPRISE,Udang,830dba,Carton (10× Pack (1000g)),2.0,10000,20000,168.00,336.00
2026-05-14,PC-CC002-0053,COMP,SA,Ad-hoc Purchase,Udang,830dba,Pack (1000g),1.0,1000,1000,24.15,24.15
2026-05-24,CC-CC001-0141,COMP,PJ,CATELUX ENTERPRISE,Udang,830dba,Carton (10× Pack (1000g)),1.0,10000,10000,155.00,155.00
2026-05-24,CC-CC002-0133,COMP,SA,CATELUX ENTERPRISE,Udang,830dba,Carton (10× Pack (1000g)),1.0,10000,10000,155.00,155.00
2026-05-24,CC-CC003-0092,COMP,TAM,CATELUX ENTERPRISE,Udang,830dba,Carton (10× Pack (1000g)),1.0,10000,10000,155.00,155.00
2026-06-11,PC-CC002-0105,COMP,SA,CATELUX ENTERPRISE,Udang,830dba,Carton (10× Pack (1000g)),10.0,10000,100000,18.10,181.00
2026-06-11,PC-CC003-0098,COMP,TAM,CATELUX ENTERPRISE,Udang,830dba,Carton (10× Pack (1000g)),10.0,10000,100000,18.10,181.00
2026-06-11,PC-CC001-0212,COMP,PJ,CATELUX ENTERPRISE,Udang,830dba,Carton (10× Pack (1000g)),1.0,10000,10000,181.00,181.00
2026-06-15,CC-CC001-0208,COMP,PJ,CATELUX ENTERPRISE,Udang,830dba,Carton (10× Pack (1000g)),1.0,10000,10000,181.00,181.00
2026-06-22,CC-CC002-0222,AWAI,SA,CATELUX ENTERPRISE,Udang,830dba,Carton (10× Pack (1000g)),1.0,10000,10000,155.00,155.00
2026-07-01,CC-CC001-0254,COMP,PJ,CATELUX ENTERPRISE,Udang,830dba,Carton (10× Pack (1000g)),2.0,10000,20000,155.00,310.00
2026-07-09,PC-CC001-0300,COMP,PJ,CATELUX ENTERPRISE,Udang,830dba,Carton (10× Pack (1000g)),1.0,10000,10000,155.00,155.00
2026-07-09,PC-CC002-0168,COMP,SA,CATELUX ENTERPRISE,Udang,830dba,Carton (10× Pack (1000g)),1.0,10000,10000,155.00,155.00
2026-07-14,CC-CC001-0290,COMP,PJ,CATELUX ENTERPRISE,Udang,830dba,Carton (10× Pack (1000g)),2.0,10000,20000,155.00,310.00
2026-07-20,CC-CC001-0309,AWAI,PJ,CATELUX ENTERPRISE,Udang,830dba,Carton (10× Pack (1000g)),1.0,10000,10000,155.00,155.00
2026-07-20,CC-CC002-0296,COMP,SA,CATELUX ENTERPRISE,Udang,830dba,Carton (10× Pack (1000g)),1.0,10000,10000,155.00,155.00
2026-07-23,PC-CC002-0182,COMP,SA,Ad-hoc Purchase,Udang,830dba,Pack (1000g),1.0,1000,1000,38.20,38.20
